"variable","dimension","split","value","measure","questiontext","split_n","dim_id","eng_score_component"
"pay.and.benefits","Time in current job","Less than 1 year",0.36,"Pay and benefits","",58890,"H02",TRUE
"pay.and.benefits","Time in current job","1 year but less than 3 years",0.31,"Pay and benefits","",61428,"H02",TRUE
"pay.and.benefits","Time in current job","3 years but less than 5 years",0.28,"Pay and benefits","",38332,"H02",TRUE
"pay.and.benefits","Time in current job","5 years but less than 10 years",0.26,"Pay and benefits","",53962,"H02",TRUE
"pay.and.benefits","Time in current job","10 years or more",0.25,"Pay and benefits","",53584,"H02",TRUE
"pay.and.benefits","Time in organisation (or predecessor)","Less than 1 year",0.42,"Pay and benefits","",16436,"H03",TRUE
"pay.and.benefits","Time in organisation (or predecessor)","1 year but less than 3 years",0.34,"Pay and benefits","",17550,"H03",TRUE
"pay.and.benefits","Time in organisation (or predecessor)","3 years but less than 5 years",0.29,"Pay and benefits","",20460,"H03",TRUE
"pay.and.benefits","Time in organisation (or predecessor)","5 years but less than 10 years",0.28,"Pay and benefits","",48419,"H03",TRUE
"pay.and.benefits","Time in organisation (or predecessor)","10 years or more",0.28,"Pay and benefits","",147675,"H03",TRUE
"pay.and.benefits","Time in Civil Service","Less than 1 year",0.43,"Pay and benefits","",14876,"H04",TRUE
"pay.and.benefits","Time in Civil Service","1 year but less than 3 years",0.35,"Pay and benefits","",12249,"H04",TRUE
"pay.and.benefits","Time in Civil Service","3 years but less than 5 years",0.29,"Pay and benefits","",17299,"H04",TRUE
"pay.and.benefits","Time in Civil Service","5 years but less than 10 years",0.29,"Pay and benefits","",44849,"H04",TRUE
"pay.and.benefits","Time in Civil Service","10 years or more",0.27,"Pay and benefits","",154217,"H04",TRUE
"pay.and.benefits","Manager status","Non-manager",0.28,"Pay and benefits","",185009,"H05",TRUE
"pay.and.benefits","Manager status","Manager",0.33,"Pay and benefits","",81009,"H05",TRUE
"pay.and.benefits","Working pattern","Full-time",0.28,"Pay and benefits","",216469,"H06",TRUE
"pay.and.benefits","Working pattern","Part-time",0.34,"Pay and benefits","",50954,"H06",TRUE
"pay.and.benefits","Working pattern","Job-share",0.36,"Pay and benefits","",821,"H06",TRUE
"pay.and.benefits","Employment status","Permanent contract",0.29,"Pay and benefits","",251751,"H07",TRUE
"pay.and.benefits","Employment status","Fixed term contract",0.41,"Pay and benefits","",9840,"H07",TRUE
"pay.and.benefits","Employment status","Loaned from other CS organisation",0.39,"Pay and benefits","",2270,"H07",TRUE
"pay.and.benefits","Employment status","Temporary/agency worker",0.32,"Pay and benefits","",2435,"H07",TRUE
"pay.and.benefits","Employment status","Contractor/freelancer",0.43,"Pay and benefits","",1167,"H07",TRUE
"pay.and.benefits","Employment status","Secondee from outside CS",0.47,"Pay and benefits","",1185,"H07",TRUE
"pay.and.benefits","Occupation of main role - major groups","Operations",0.28,"Pay and benefits","",158154,"H08",TRUE
"pay.and.benefits","Occupation of main role - major groups","Corporate Services",0.33,"Pay and benefits","",47213,"H08",TRUE
"pay.and.benefits","Occupation of main role - major groups","Policy",0.32,"Pay and benefits","",17102,"H08",TRUE
"pay.and.benefits","Occupation of main role - major groups","Specialist services",0.31,"Pay and benefits","",27836,"H08",TRUE
"pay.and.benefits","Occupation of main role - major groups","Other",0.25,"Pay and benefits","",14756,"H08",TRUE
"pay.and.benefits","Development scheme","Not on a development scheme",0.29,"Pay and benefits","",255315,"H09",TRUE
"pay.and.benefits","Development scheme","Civil Service Fast Stream schemes",0.4,"Pay and benefits","",2285,"H09",TRUE
"pay.and.benefits","Development scheme","Other development scheme",0.36,"Pay and benefits","",5666,"H09",TRUE
"pay.and.benefits","Sex","Male",0.26,"Pay and benefits","",113109,"J01",TRUE
"pay.and.benefits","Sex","Female",0.35,"Pay and benefits","",125295,"J01",TRUE
"pay.and.benefits","Age","Aged 16-34",0.34,"Pay and benefits","",52923,"J02",TRUE
"pay.and.benefits","Age","Aged 35-44",0.32,"Pay and benefits","",60476,"J02",TRUE
"pay.and.benefits","Age","Aged 45-54",0.3,"Pay and benefits","",79941,"J02",TRUE
"pay.and.benefits","Age","Aged 55+",0.28,"Pay and benefits","",40346,"J02",TRUE
"pay.and.benefits","Ethnicity - binary","White",0.31,"Pay and benefits","",216883,"J03",TRUE
"pay.and.benefits","Ethnicity - binary","BME",0.29,"Pay and benefits","",22776,"J03",TRUE
"pay.and.benefits","Ethnicity - major group","White",0.31,"Pay and benefits","",216883,"J03",TRUE
"pay.and.benefits","Ethnicity - major group","Mixed",0.32,"Pay and benefits","",3319,"J03",TRUE
"pay.and.benefits","Ethnicity - major group","Asian",0.28,"Pay and benefits","",11620,"J03",TRUE
"pay.and.benefits","Ethnicity - major group","Black",0.26,"Pay and benefits","",6511,"J03",TRUE
"pay.and.benefits","Ethnicity - major group","Other ethnic group",0.34,"Pay and benefits","",1326,"J03",TRUE
"pay.and.benefits","Long-term health","No long-term limiting illness or condition",0.31,"Pay and benefits","",227203,"J04",TRUE
"pay.and.benefits","Long-term health","Long-term limiting illness or condition",0.24,"Pay and benefits","",20700,"J04",TRUE
"pay.and.benefits","Caring status","Not a carer",0.31,"Pay and benefits","",194596,"J05",TRUE
"pay.and.benefits","Caring status","Carer for others",0.27,"Pay and benefits","",56905,"J05",TRUE
"pay.and.benefits","Childcare status","No childcare responsibilities",0.3,"Pay and benefits","",165273,"J06",TRUE
"pay.and.benefits","Childcare status","Has childcare responsibilities",0.3,"Pay and benefits","",85962,"J06",TRUE
"pay.and.benefits","Sexual identity","Heterosexual/straight",0.31,"Pay and benefits","",223402,"J07",TRUE
"pay.and.benefits","Sexual identity","Gay, lesbian or bisexual",0.3,"Pay and benefits","",7524,"J07",TRUE
"pay.and.benefits","Sexual identity","Other",0.24,"Pay and benefits","",1541,"J07",TRUE
"pay.and.benefits","Religious identity","No religion",0.31,"Pay and benefits","",84120,"J08",TRUE
"pay.and.benefits","Religious identity","Christian",0.32,"Pay and benefits","",131231,"J08",TRUE
"pay.and.benefits","Religious identity","Buddhist",0.28,"Pay and benefits","",1389,"J08",TRUE
"pay.and.benefits","Religious identity","Hindu",0.25,"Pay and benefits","",3539,"J08",TRUE
"pay.and.benefits","Religious identity","Jewish",0.26,"Pay and benefits","",815,"J08",TRUE
"pay.and.benefits","Religious identity","Muslim",0.32,"Pay and benefits","",5725,"J08",TRUE
"pay.and.benefits","Religious identity","Sikh",0.26,"Pay and benefits","",1433,"J08",TRUE
"pay.and.benefits","Religious identity","Any other religion",0.23,"Pay and benefits","",4221,"J08",TRUE
"resources.and.workload","Grade","AO/AA",0.74,"Resources and workload","",77720,"",TRUE
"resources.and.workload","Grade","EO",0.7,"Resources and workload","",72857,"",TRUE
"resources.and.workload","Grade","SEO/HEO",0.69,"Resources and workload","",68329,"",TRUE
"resources.and.workload","Grade","G6/G7",0.7,"Resources and workload","",27956,"",TRUE
"resources.and.workload","Grade","SCS",0.78,"Resources and workload","",4193,"",TRUE
"resources.and.workload","Country usually work in","England",0.7,"Resources and workload","",210200,"H01",TRUE
"resources.and.workload","Country usually work in","Scotland",0.75,"Resources and workload","",25648,"H01",TRUE
"resources.and.workload","Country usually work in","Wales",0.75,"Resources and workload","",18642,"H01",TRUE
"resources.and.workload","Country usually work in","Northern Ireland",0.74,"Resources and workload","",1476,"H01",TRUE
"resources.and.workload","Country usually work in","Overseas",0.76,"Resources and workload","",12861,"H01",TRUE
"resources.and.workload","Region of England usually work in","East Midlands",0.7,"Resources and workload","",12102,"H1A",TRUE
"resources.and.workload","Region of England usually work in","East of England",0.69,"Resources and workload","",11063,"H1A",TRUE
"resources.and.workload","Region of England usually work in","London",0.71,"Resources and workload","",51504,"H1A",TRUE
"resources.and.workload","Region of England usually work in","North East England",0.72,"Resources and workload","",18532,"H1A",TRUE
"resources.and.workload","Region of England usually work in","North West England",0.73,"Resources and workload","",28406,"H1A",TRUE
"resources.and.workload","Region of England usually work in","South East England",0.69,"Resources and workload","",25591,"H1A",TRUE
"resources.and.workload","Region of England usually work in","South West England",0.69,"Resources and workload","",27808,"H1A",TRUE
"resources.and.workload","Region of England usually work in","West Midlands",0.69,"Resources and workload","",15854,"H1A",TRUE
"resources.and.workload","Region of England usually work in","Yorkshire and the Humber",0.7,"Resources and workload","",17330,"H1A",TRUE
"resources.and.workload","Time in current job","Less than 1 year",0.72,"Resources and workload","",58890,"H02",TRUE
"resources.and.workload","Time in current job","1 year but less than 3 years",0.72,"Resources and workload","",61428,"H02",TRUE
"resources.and.workload","Time in current job","3 years but less than 5 years",0.72,"Resources and workload","",38332,"H02",TRUE
"resources.and.workload","Time in current job","5 years but less than 10 years",0.71,"Resources and workload","",53962,"H02",TRUE
"resources.and.workload","Time in current job","10 years or more",0.7,"Resources and workload","",53584,"H02",TRUE
"resources.and.workload","Time in organisation (or predecessor)","Less than 1 year",0.77,"Resources and workload","",16436,"H03",TRUE
"resources.and.workload","Time in organisation (or predecessor)","1 year but less than 3 years",0.74,"Resources and workload","",17550,"H03",TRUE
"resources.and.workload","Time in organisation (or predecessor)","3 years but less than 5 years",0.71,"Resources and workload","",20460,"H03",TRUE
"resources.and.workload","Time in organisation (or predecessor)","5 years but less than 10 years",0.7,"Resources and workload","",48419,"H03",TRUE
"resources.and.workload","Time in organisation (or predecessor)","10 years or more",0.71,"Resources and workload","",147675,"H03",TRUE
"resources.and.workload","Time in Civil Service","Less than 1 year",0.77,"Resources and workload","",14876,"H04",TRUE
"resources.and.workload","Time in Civil Service","1 year but less than 3 years",0.75,"Resources and workload","",12249,"H04",TRUE
"resources.and.workload","Time in Civil Service","3 years but less than 5 years",0.72,"Resources and workload","",17299,"H04",TRUE
"resources.and.workload","Time in Civil Service","5 years but less than 10 years",0.71,"Resources and workload","",44849,"H04",TRUE
"resources.and.workload","Time in Civil Service","10 years or more",0.71,"Resources and workload","",154217,"H04",TRUE
"resources.and.workload","Manager status","Non-manager",0.71,"Resources and workload","",185009,"H05",TRUE
"resources.and.workload","Manager status","Manager",0.72,"Resources and workload","",81009,"H05",TRUE
"resources.and.workload","Working pattern","Full-time",0.71,"Resources and workload","",216469,"H06",TRUE
"resources.and.workload","Working pattern","Part-time",0.75,"Resources and workload","",50954,"H06",TRUE
"resources.and.workload","Working pattern","Job-share",0.73,"Resources and workload","",821,"H06",TRUE
"resources.and.workload","Employment status","Permanent contract",0.71,"Resources and workload","",251751,"H07",TRUE
"resources.and.workload","Employment status","Fixed term contract",0.78,"Resources and workload","",9840,"H07",TRUE
"resources.and.workload","Employment status","Loaned from other CS organisation",0.72,"Resources and workload","",2270,"H07",TRUE
"resources.and.workload","Employment status","Temporary/agency worker",0.81,"Resources and workload","",2435,"H07",TRUE
"resources.and.workload","Employment status","Contractor/freelancer",0.75,"Resources and workload","",1167,"H07",TRUE
"resources.and.workload","Employment status","Secondee from outside CS",0.76,"Resources and workload","",1185,"H07",TRUE
"resources.and.workload","Occupation of main role - major groups","Operations",0.72,"Resources and workload","",158154,"H08",TRUE
"resources.and.workload","Occupation of main role - major groups","Corporate Services",0.71,"Resources and workload","",47213,"H08",TRUE
"resources.and.workload","Occupation of main role - major groups","Policy",0.71,"Resources and workload","",17102,"H08",TRUE
"resources.and.workload","Occupation of main role - major groups","Specialist services",0.7,"Resources and workload","",27836,"H08",TRUE
"resources.and.workload","Occupation of main role - major groups","Other",0.65,"Resources and workload","",14756,"H08",TRUE
"resources.and.workload","Development scheme","Not on a development scheme",0.71,"Resources and workload","",255315,"H09",TRUE
"resources.and.workload","Development scheme","Civil Service Fast Stream schemes",0.75,"Resources and workload","",2285,"H09",TRUE
"resources.and.workload","Development scheme","Other development scheme",0.75,"Resources and workload","",5666,"H09",TRUE
"resources.and.workload","Sex","Male",0.7,"Resources and workload","",113109,"J01",TRUE
"resources.and.workload","Sex","Female",0.75,"Resources and workload","",125295,"J01",TRUE
"resources.and.workload","Age","Aged 16-34",0.75,"Resources and workload","",52923,"J02",TRUE
"resources.and.workload","Age","Aged 35-44",0.72,"Resources and workload","",60476,"J02",TRUE
"resources.and.workload","Age","Aged 45-54",0.72,"Resources and workload","",79941,"J02",TRUE
